"DEFAULT","GENDER","AGE","CITIZEN","PART","INCOME","BALANCE"
"No","Male",45,"GE","No",44147.22,415.54
"No","Male",38,"GR","No",42418.37,771.14
"No","Male",44,"GE","No",20456.16,727.97
"No","Female",35,"SP","No",17435.1,143.38
"No","Female",39,"GE","Yes",13771.39,1669.28
"No","Male",36,"UK","No",45886.08,619.37
"No","Male",36,"IT","No",29254.87,452.37
"No","Female",35,"IT","No",29254.87,452.37
"No","Male",46,"FR","Yes",18958.32,1033.04
"No","Female",45,"UK","Yes",18958.32,1033.04
"No","Male",42,"GR","No",45507.93,182.37
"No","Male",37,"DE","Yes",18073,419.71
"No","Male",35,"UK","Yes",20016.75,811.69
"No","Male",42,"DE","No",51539.95,301.32
"No","Female",39,"FR","Yes",21706.63,1235.97
"No","Female",38,"GE","Yes",25589.74,1407.04
"No","Male",38,"DE","Yes",11126.27,184.93
"No","Female",34,"GE","No",35688.14,209.67
"No","Male",35,"FR","No",48868.09,1389.8
"No","Male",40,"DE","No",49396.77,1060.73
"No","Male",39,"GR","Yes",14262.13,912.56
"No","Female",39,"SP","Yes",13711.49,1569.3
"No","Female",36,"UK","Yes",13711.49,1569.3
"No","Male",42,"SP","No",33319.31,1577.03
"No","Male",36,"SP","No",33319.31,1577.03
"No","Male",41,"FR","No",14540.9,425.82
"No","Male",51,"FR","No",52946.37,667.66
"No","Male",35,"GE","No",48112.48,5
"No","Male",46,"UK","Yes",18347.31,764.81
"No","Male",33,"HO","No",50214.86,603.25
"No","Male",36,"GE","No",50214.86,603.25
"No","Male",45,"GE","No",39023.48,1396.21
"No","Male",49,"HO","No",39984.27,828.84
"Yes","Female",35,"SP","Yes",13003.93,1530.55
"Yes","Male",30,"UK","No",27374.89,1698.83
"No","Male",43,"GE","Yes",10414.55,1038.89
"No","Male",42,"SP","No",45469.72,392.57
"Yes","Male",36,"UK","Yes",24720.48,1867.31
"No","Male",40,"GE","No",24427.77,1509.92
"No","Female",33,"DE","No",46235.24,1359.8
"No","Male",40,"UK","No",10233.88,1267.55
"No","Male",38,"FR","No",38350.29,890.15
"No","Male",37,"GE","No",38350.29,890.15
"No","Male",38,"UK","No",30587.34,1508.75
"No","Male",43,"GE","No",48792.12,67.39
"No","Male",38,"UK","No",33677.78,1132.65
"No","Male",46,"DE","No",22074.49,5
"Yes","Male",33,"SP","No",38221.84,1975.65
"No","Male",45,"IT","No",52541.65,1292.67
"No","Male",37,"GE","Yes",20836.79,618.62
"No","Female",44,"IT","No",56253.81,734.25
"No","Male",36,"FR","No",54738.51,524.86
"No","Male",35,"DE","Yes",16775.32,434.84
"No","Female",39,"GE","Yes",22376.23,822.89
"No","Male",48,"GE","Yes",20904.84,1203.95
"No","Male",36,"HO","No",41257.56,325.09
"No","Male",49,"FR","No",32479.09,1484.78
"No","Male",37,"GE","No",21911.63,273.64
"No","Female",33,"DE","Yes",15039.55,1219.98
"Yes","Male",32,"FR","No",27340.01,1973.82
"No","Female",38,"SP","No",31158.47,677.71
"No","Female",31,"UK","No",48085.88,599.72
"No","Female",38,"FR","Yes",12312.9,1038.62
"No","Male",36,"GR","No",39532.91,1103.72
"No","Female",36,"UK","No",39532.91,1103.72
"No","Male",42,"GE","No",39532.91,1103.72
"No","Male",36,"IT","No",36017,1070.86
"No","Male",38,"UK","No",65617.64,781.9
"No","Female",49,"GE","No",33071.47,1077.01
"Yes","Male",33,"FR","No",37595.34,1335.61
"Yes","Male",30,"UK","No",52043.57,2288.41
"No","Male",39,"UK","No",49201.43,763.53
"No","Female",42,"GE","No",45593.86,1218.86
"No","Female",42,"SP","No",33782.54,496.38
"No","Female",40,"IT","No",33782.54,496.38
"No","Male",38,"SP","No",43410.36,978.24
"No","Male",37,"FR","No",31960.42,1248.89
"No","Male",36,"GE","No",33687.75,834.32
"Yes","Male",34,"IT","No",44309.92,2148.9
"No","Male",38,"GE","Yes",17810.67,1113.75
"No","Male",41,"GE","Yes",17810.67,1113.75
"No","Male",36,"UK","No",40727.14,748.49
"No","Male",41,"SP","No",40727.14,748.49
"No","Male",44,"UK","No",35053.35,631.51
"Yes","Male",40,"GE","Yes",17547,1627.9
"No","Female",40,"GE","No",41545.68,1074.51
"No","Female",33,"GE","Yes",23091,501.06
"No","Female",37,"SP","No",39499.28,876.47
"No","Male",42,"UK","No",28419.35,560.3
"No","Male",40,"GR","Yes",21487.64,364.17
"No","Female",46,"GE","No",41268.31,898.9
"No","Female",45,"SP","No",44538.55,528.88
"No","Male",36,"UK","No",38712.39,611.18
"No","Male",46,"FR","No",38712.39,611.18
"Yes","Female",35,"UK","No",51578.94,1750.25
"Yes","Male",39,"FR","No",48688.51,1515.61
"No","Male",38,"UK","Yes",18064.24,865.91
"No","Male",45,"SP","Yes",18689.05,692.36
"No","Female",41,"GE","No",47642.42,1765.99
"No","Female",37,"GE","No",20187.79,1439.12
"No","Male",38,"UK","No",20187.79,1439.12
"No","Male",43,"UK","No",20187.79,1439.12
"No","Male",36,"IT","No",37668.37,876.12
"Yes","Male",40,"FR","No",47287.26,2202.46
"No","Male",37,"FR","No",30697.25,173.25
"No","Male",42,"SP","Yes",20013.35,999.28
"No","Female",39,"PO","No",25374.9,372.38
